employee_id,department_id,first_name,last_name,email,hire_date,salary
388,2,Emp388,Last388,emp388@globalmart.com,2021-11-07,137503.69
389,5,Emp389,Last389,emp389@globalmart.com,2022-06-03,46310.59
390,2,Emp390,Last390,emp390@globalmart.com,2022-12-27,58445.91
391,1,Emp391,Last391,emp391@globalmart.com,2022-01-16,68202.57
392,3,Emp392,Last392,emp392@globalmart.com,2022-12-19,118537.79
393,1,Emp393,Last393,emp393@globalmart.com,2025-04-08,102097.47
394,4,Emp394,Last394,emp394@globalmart.com,2021-01-04,56314.07
395,5,Emp395,Last395,emp395@globalmart.com,2025-09-28,55142.73
396,2,Emp396,Last396,emp396@globalmart.com,2022-03-07,117794.08
397,1,Emp397,Last397,emp397@globalmart.com,2024-07-06,47479.38
398,3,Emp398,Last398,emp398@globalmart.com,2022-04-09,75572.13
399,3,Emp399,Last399,emp399@globalmart.com,2025-07-16,46632.28
400,4,Emp400,Last400,emp400@globalmart.com,2024-08-20,47579.79
401,2,Emp401,Last401,emp401@globalmart.com,2022-10-01,106233.62
402,4,Emp402,Last402,emp402@globalmart.com,2020-11-17,89627.78
403,2,Emp403,Last403,emp403@globalmart.com,2022-04-01,36330.9
404,4,Emp404,Last404,emp404@globalmart.com,2020-11-05,138424.06
405,4,Emp405,Last405,emp405@globalmart.com,2025-05-21,136263.91
406,1,Emp406,Last406,emp406@globalmart.com,2024-09-10,105019.31
407,5,Emp407,Last407,emp407@globalmart.com,2021-04-08,40552.72
408,5,Emp408,Last408,emp408@globalmart.com,2025-09-10,82364.84
409,3,Emp409,Last409,emp409@globalmart.com,2023-06-03,134048.23
410,2,Emp410,Last410,emp410@globalmart.com,2023-09-11,127172.4
411,2,Emp411,Last411,emp411@globalmart.com,2023-03-11,55698.64
412,5,Emp412,Last412,emp412@globalmart.com,2023-05-08,116030.0
413,5,Emp413,Last413,emp413@globalmart.com,2023-07-11,84235.62
414,4,Emp414,Last414,emp414@globalmart.com,2021-05-16,91811.52
415,1,Emp415,Last415,emp415@globalmart.com,2025-09-15,77292.92
416,5,Emp416,Last416,emp416@globalmart.com,2025-12-27,144652.97
417,3,Emp417,Last417,emp417@globalmart.com,2025-03-19,100445.7
418,5,Emp418,Last418,emp418@globalmart.com,2025-01-03,83459.26
419,4,Emp419,Last419,emp419@globalmart.com,2022-01-10,35836.45
420,3,Emp420,Last420,emp420@globalmart.com,2023-03-22,127014.99
421,5,Emp421,Last421,emp421@globalmart.com,2020-02-27,130695.84
422,3,Emp422,Last422,emp422@globalmart.com,2023-02-07,124085.65
423,3,Emp423,Last423,emp423@globalmart.com,2020-08-06,70645.84
424,4,Emp424,Last424,emp424@globalmart.com,2024-08-05,122099.73
425,3,Emp425,Last425,emp425@globalmart.com,2024-06-24,46865.49
426,5,Emp426,Last426,emp426@globalmart.com,2024-11-17,128744.28
427,2,Emp427,Last427,emp427@globalmart.com,2023-09-06,83851.89
428,5,Emp428,Last428,emp428@globalmart.com,2024-09-08,146777.85
429,5,Emp429,Last429,emp429@globalmart.com,2020-11-20,70892.72
430,5,Emp430,Last430,emp430@globalmart.com,2024-11-20,133505.5
431,5,Emp431,Last431,emp431@globalmart.com,2023-02-10,144211.27
432,2,Emp432,Last432,emp432@globalmart.com,2023-10-12,87195.06
433,2,Emp433,Last433,emp433@globalmart.com,2024-10-16,33926.84
434,4,Emp434,Last434,emp434@globalmart.com,2020-02-14,40594.82
435,5,Emp435,Last435,emp435@globalmart.com,2025-06-04,56556.02
436,1,Emp436,Last436,emp436@globalmart.com,2022-03-26,104403.62
437,4,Emp437,Last437,emp437@globalmart.com,2024-05-21,97687.58
438,5,Emp438,Last438,emp438@globalmart.com,2023-02-24,70300.49
439,1,Emp439,Last439,emp439@globalmart.com,2021-09-21,78234.55
440,1,Emp440,Last440,emp440@globalmart.com,2021-04-23,132382.32
441,3,Emp441,Last441,emp441@globalmart.com,2020-09-22,130700.25
442,3,Emp442,Last442,emp442@globalmart.com,2025-07-09,45805.61
443,2,Emp443,Last443,emp443@globalmart.com,2022-06-27,46034.97
444,3,Emp444,Last444,emp444@globalmart.com,2025-11-04,126572.35
445,5,Emp445,Last445,emp445@globalmart.com,2025-01-11,113876.56
446,2,Emp446,Last446,emp446@globalmart.com,2023-05-10,60846.5
447,1,Emp447,Last447,emp447@globalmart.com,2021-12-17,146262.26
448,1,Emp448,Last448,emp448@globalmart.com,2024-06-26,56975.87
449,2,Emp449,Last449,emp449@globalmart.com,2025-03-18,124050.43
450,3,Emp450,Last450,emp450@globalmart.com,2025-01-02,113676.08
451,3,Emp451,Last451,emp451@globalmart.com,2020-09-22,148521.06
452,3,Emp452,Last452,emp452@globalmart.com,2021-09-26,97554.59
453,5,Emp453,Last453,emp453@globalmart.com,2021-03-26,93217.45
454,5,Emp454,Last454,emp454@globalmart.com,2025-09-17,35241.22
455,1,Emp455,Last455,emp455@globalmart.com,2023-03-25,42588.01
456,5,Emp456,Last456,emp456@globalmart.com,2022-05-06,71356.93
457,2,Emp457,Last457,emp457@globalmart.com,2020-12-09,40444.34
458,1,Emp458,Last458,emp458@globalmart.com,2022-11-14,101145.54
459,2,Emp459,Last459,emp459@globalmart.com,2025-05-11,76042.26
460,5,Emp460,Last460,emp460@globalmart.com,2022-09-28,65218.32
461,4,Emp461,Last461,emp461@globalmart.com,2024-10-12,77152.4
462,1,Emp462,Last462,emp462@globalmart.com,2024-02-28,95871.96
463,2,Emp463,Last463,emp463@globalmart.com,2025-10-03,142636.41
464,3,Emp464,Last464,emp464@globalmart.com,2024-01-23,111185.91
465,1,Emp465,Last465,emp465@globalmart.com,2025-07-17,55093.96
466,5,Emp466,Last466,emp466@globalmart.com,2021-09-15,74896.08
467,2,Emp467,Last467,emp467@globalmart.com,2024-04-09,80392.28
468,2,Emp468,Last468,emp468@globalmart.com,2021-10-22,40669.01
469,1,Emp469,Last469,emp469@globalmart.com,2025-07-15,42111.02
470,3,Emp470,Last470,emp470@globalmart.com,2025-11-27,56202.39
471,4,Emp471,Last471,emp471@globalmart.com,2022-06-28,130974.89
472,4,Emp472,Last472,emp472@globalmart.com,2024-07-03,121820.91
473,5,Emp473,Last473,emp473@globalmart.com,2024-04-09,123105.84
474,5,Emp474,Last474,emp474@globalmart.com,2024-07-02,133381.22
475,2,Emp475,Last475,emp475@globalmart.com,2023-08-19,91711.93
476,1,Emp476,Last476,emp476@globalmart.com,2025-10-10,70432.49
477,4,Emp477,Last477,emp477@globalmart.com,2024-02-19,33588.03
478,1,Emp478,Last478,emp478@globalmart.com,2025-06-11,42158.15
479,1,Emp479,Last479,emp479@globalmart.com,2021-07-23,84761.52
480,3,Emp480,Last480,emp480@globalmart.com,2021-04-20,110725.58
481,3,Emp481,Last481,emp481@globalmart.com,2025-02-22,144021.26
482,5,Emp482,Last482,emp482@globalmart.com,2020-02-02,144557.33
483,4,Emp483,Last483,emp483@globalmart.com,2023-07-12,128282.27
484,4,Emp484,Last484,emp484@globalmart.com,2025-01-15,32901.54
485,1,Emp485,Last485,emp485@globalmart.com,2025-03-07,147873.75
486,1,Emp486,Last486,emp486@globalmart.com,2020-09-24,35898.34
487,3,Emp487,Last487,emp487@globalmart.com,2023-11-05,52752.15
488,4,Emp488,Last488,emp488@globalmart.com,2022-07-28,108826.22
489,4,Emp489,Last489,emp489@globalmart.com,2022-10-26,97116.09
490,3,Emp490,Last490,emp490@globalmart.com,2025-02-03,117748.62
491,1,Emp491,Last491,emp491@globalmart.com,2021-07-18,80893.13
492,5,Emp492,Last492,emp492@globalmart.com,2024-09-09,45875.92
493,3,Emp493,Last493,emp493@globalmart.com,2025-11-05,131567.34
494,3,Emp494,Last494,emp494@globalmart.com,2021-12-04,121866.88
495,4,Emp495,Last495,emp495@globalmart.com,2022-09-09,51272.98
496,1,Emp496,Last496,emp496@globalmart.com,2023-02-13,71330.05
497,1,Emp497,Last497,emp497@globalmart.com,2021-03-15,46104.92
498,3,Emp498,Last498,emp498@globalmart.com,2024-01-02,100474.16
499,4,Emp499,Last499,emp499@globalmart.com,2022-07-20,101425.14
500,1,Emp500,Last500,emp500@globalmart.com,2020-03-20,86897.29
